sha1	canonical_title	canonical_rom_name	dat_source	size	crc32	md5	mister_system	mister_core	expected_folder	region	release_type	license_status
0002c3976030d10c657e2280d54a94fb8b16eca2	Pokemon Channel - Line Art Card - 11-A101 - The Pikachu Star (USA, Australia) (Promo)	Pokemon Channel - Line Art Card - 11-A101 - The Pikachu Star (USA, Australia) (Promo) (Strip 1).raw	Nintendo - Game Boy Advance (e-Reader)	2912	78b22051	f00bee0c9760fc694eb83a29e3b7d465	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
0005a7ea368694ed6ec54f1619cb6c5799098a85	Super Troll Islands (Europe)	Super Troll Islands (Europe).sfc	Nintendo - Super Nintendo Entertainment System	524288	943328ba	ce48a03f3c521e07beac2caa5517a605	SNES	SNES	SNES	Europe	Retail/Standard	Licensed/Official
0007603e37adfec491fbce8ea510e22f777ec805	Majokko Cream-chan no Gokko Series 1 - Wannyan Idol Gakuen (Japan)	Majokko Cream-chan no Gokko Series 1 - Wannyan Idol Gakuen (Japan).gba	Nintendo - Game Boy Advance	4194304	91bebbee	1d82ad717de36b8025770049ef4fb934	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
000e0846e4b5514138d435ebbe50b23294fdd921	Yakouchuu (Japan)	Yakouchuu (Japan).sfc	Nintendo - Super Nintendo Entertainment System	2097152	0cd0e8d8	9ed7f3afb1104882f36631fb2830c33a	SNES	SNES	SNES	Japan	Retail/Standard	Licensed/Official
000e9f780ab19fbd816a45a9da4dabbd30dd83bc	Pokemon Card-e - The Town on No Map - C-17-# (Japan)	Pokemon Card-e - The Town on No Map - C-17-# (Japan) (Long Strip).raw	Nintendo - Game Boy Advance (e-Reader)	2912	05fa6367	fdef8a84c1085e051ef4303aa1617511	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
0010b23b9745ffb9893026c66a106de8b44fe107	Pokemon-e TCG - Skyridge - F-06-# - Nidorina (USA)	Pokemon-e TCG - Skyridge - F-06-# - Nidorina (USA) (Long Strip).raw	Nintendo - Game Boy Advance (e-Reader)	2912	e55ca0aa	610a44fb0bd9726309ecbba72bdc641a	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
001113c05475e2a376f51f51e222fa89bdee3057	F-15 Strike Eagle (Europe) (En,Sv,Da,Fi)	F-15 Strike Eagle (Europe) (En,Sv,Da,Fi).nes	Nintendo - Nintendo Entertainment System (Headered)	524304	f98c5069	baf51a35585483d5108b48445a226921	NES	NES	NES	Europe	Retail/Standard	Licensed/Official
00147962462c44354735861d0258d72314635458	Home Alone (USA) (Rev 1)	Home Alone (USA) (Rev 1).unh	Nintendo - Nintendo Entertainment System (Headerless)	262144	f31d36a3	a4c7d9fd8c0691644039b9ed3f9701db	NES	NES	NES	USA	Revision	Licensed/Official
00180fe335a64173e1428f5ec84955067f0b7696	Rocman X (Asia) (En) (Pirate)	Rocman X (Asia) (En) (Pirate).unh	Nintendo - Nintendo Entertainment System (Headerless)	524288	36ca3102	1aa01ae502cc4b9d78cfe1f82a0d3886	NES	NES	NES	Unknown	Retail/Standard	Licensed/Official
0019dd571f3a297bc558bf13dd9e4634c563da14	Rockman EXE 5 - Kaizou Card - Part 2 - 136-B009 (Japan)	Rockman EXE 5 - Kaizou Card - Part 2 - 136-B009 (Japan).raw	Nintendo - Game Boy Advance (e-Reader)	2912	a181c730	952d974565cfffe1a3d9ba0f1867a5c8	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
001b2772e2f6a060015743cd98365abe3f62f795	Mickey's Safari in Letterland (USA)	Mickey's Safari in Letterland (USA).nes	Nintendo - Nintendo Entertainment System (Headered)	262160	3050ca46	19409edf48297c3aaba373fc5ba38240	NES	NES	NES	USA	Retail/Standard	Licensed/Official
001d50a80791ef4f73f79d7e217cddbb9c5896c0	Ninja Cop (Europe) (Limited Run Games)	Ninja Cop (Europe) (Limited Run Games).gba	Nintendo - Game Boy Advance	4194304	82fd50cb	3f561dd14404f605fb7d3117f216c44c	GBA	GBA	GBA	Europe	Retail/Standard	Licensed/Official
001decc8331b4beb94a01a1b6ef08e1bf2920ece	NYR - New York Race (Europe) (En,Fr,De,Es,It,Pt)	NYR - New York Race (Europe) (En,Fr,De,Es,It,Pt).gbc	Nintendo - Game Boy Color	1048576	62f560d8	b9a686e4dbc7241bdf72aca235f7f92f	GBC	GBC	GBC	Europe	Retail/Standard	Licensed/Official
00215ec73476fe2348a6cd142ef71cdffd3d20e3	Wonder Rabbit (Asia) (En) (Extract) (Unl)	Wonder Rabbit (Asia) (En) (Extract) (Unl).nes	Nintendo - Nintendo Entertainment System (Headered)	262160	c29f118a	7be9603c0555207cb7f70f0d0f00d13c	NES	NES	NES	Unknown	Homebrew/Unlicensed	Unlicensed
00257021d9c4444e96d96331fb6eb07e756f53cc	Game Boy Advance Video - Sonic X - Volume 2 (USA) (Proto)	Game Boy Advance Video - Sonic X - Volume 2 (USA) (Proto).gba	Nintendo - Game Boy Advance (Video)	32022872	9cf27a36	a2b06d9183e02be819cde12c61106b08	GBA	GBA	GBA	USA	Prototype/Beta/Demo	Special/Non-retail
00264f5ca3417f064c4ea8705539a2abaf5e0ecf	Kid Klown in Night Mayor World (USA) (Beta)	Kid Klown in Night Mayor World (USA) (Beta).nes	Nintendo - Nintendo Entertainment System (Headered)	262160	d1ac5054	55cde6471923be363d52c4a154e634c6	NES	NES	NES	USA	Prototype/Beta/Demo	Special/Non-retail
0027f693302d81e34e83db0a6c784a5c76705970	Felix vs Jerry (Asia) (En) (Pirate)	Felix vs Jerry (Asia) (En) (Pirate).nes	Nintendo - Nintendo Entertainment System (Headered)	262160	949d56d4	7d0f56857d5320343cbe10db6ae207ad	NES	NES	NES	Unknown	Retail/Standard	Licensed/Official
002dac48c249abf6de1fd6bed175e9a0b12b36f6	Tecmo Super Baseball (USA) (Beta)	Tecmo Super Baseball (USA) (Beta).sfc	Nintendo - Super Nintendo Entertainment System	1572864	024d4af5	4a5e297d4cb3876132b8e00a1341aa34	SNES	SNES	SNES	USA	Prototype/Beta/Demo	Special/Non-retail
0030295574e4c518ff5cdf20febf6b6737426468	Mani 4 in 1 - Genki Bakuhatsu Gambaruger + Zettai Muteki Raijin-Oh + Zoids Densetsu + Miracle Adventure of Esparks - Ushinawareta Seiseki Perivron (China) (Ja)	Mani 4 in 1 - Genki Bakuhatsu Gambaruger + Zettai Muteki Raijin-Oh + Zoids Densetsu + Miracle Adventure of Esparks - Ushinawareta Seiseki Perivron (China) (Ja).gb	Nintendo - Game Boy	524288	c373ac09	d9293475642991e942ac11262d8e5927	GAMEBOY	Gameboy	GAMEBOY	Unknown	Retail/Standard	Licensed/Official
00369c42d2c4be0506901b64f7d5424538574ce0	J.League Big Wave Soccer (Japan) (SGB Enhanced)	J.League Big Wave Soccer (Japan) (SGB Enhanced).gb	Nintendo - Game Boy	262144	cdd02f22	a6fd94ff8f5293aee192b89253b7be80	GAMEBOY	Gameboy	GAMEBOY	Japan	Retail/Standard	Licensed/Official
00370bbd71d2c488dba788312f9cc0f23b626681	Youkai Yashiki (Japan)	Youkai Yashiki (Japan).fds	Nintendo - Family Computer Disk System (FDS)	131000	335efcc9	ed934f1d3db315a20d110470fd824940	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
003a90c031e1d1b89ca928103933c66640331979	Home on the Range (Europe) (En,Fr,De,Es)	Home on the Range (Europe) (En,Fr,De,Es).gba	Nintendo - Game Boy Advance	8388608	d88feb4e	bc03898ada9ffdafca44c74c3dfeed8d	GBA	GBA	GBA	Europe	Retail/Standard	Licensed/Official
003ad76cd9d6bedc7ca8eb0c6e6334634abe1eed	Banana (Japan) (En) (Beta 1)	Banana (Japan) (En) (Beta 1).unh	Nintendo - Nintendo Entertainment System (Headerless)	49152	cf4483af	9ef075b3fac413336e9efda968ad85af	NES	NES	NES	Japan	Prototype/Beta/Demo	Special/Non-retail
003b7f1315f5ee0dc60c5f9d989ec8bab0811ed4	Crazy Climber (Japan) (En)	Crazy Climber (Japan) (En).unh	Nintendo - Nintendo Entertainment System (Headerless)	131072	c68363f6	c71947155de403fdc7028ee8a0c29681	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
00406604e8818a99eaabdbf1097d11dd3a501989	Nigel Mansell's World Championship (Europe) (En,Fr,De,Es,It)	Nigel Mansell's World Championship (Europe) (En,Fr,De,Es,It).nes	Nintendo - Nintendo Entertainment System (Headered)	262160	2e003f3b	40515b7d10bbf18c0f34547aa1e4fbd7	NES	NES	NES	Europe	Retail/Standard	Licensed/Official
0041abf73c363b4242415100e31720e9f1efa728	Magician (USA) (Beta 1) (1990-03-02)	Magician (USA) (Beta 1) (1990-03-02).nes	Nintendo - Nintendo Entertainment System (Headered)	262160	c5ad8e04	68adfdeb02976ad695506a20b8ddcff3	NES	NES	NES	USA	Prototype/Beta/Demo	Special/Non-retail
0042d7e1434c87cb81b53d26059b0a462d45244c	Drake & Josh (USA) (En,Fr) (Beta) (2007-01-23)	Drake & Josh (USA) (En,Fr) (Beta) (2007-01-23).gba	Nintendo - Game Boy Advance	4175464	e91e21f8	4e83f7679affc32f23b51deecdbc1138	GBA	GBA	GBA	USA	Prototype/Beta/Demo	Special/Non-retail
004554ebf64cae5674a11e7cb6fcbb7596779fda	Xevious (Japan) (Disk Writer)	Xevious (Japan) (Disk Writer).fds	Nintendo - Family Computer Disk System (FDS)	65500	50b8e0a1	c02c267c6cb0d8e3a263ef2ff54dc1a5	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
0048191bf763069b918905c3aef075e68e888034	Memory Dumps - NES-e (USA)	NES-e - Donkey Kong 3-e (USA).sav	Nintendo - Game Boy Advance (e-Reader)	131072	4bf40406	8909cf3033e3f61e4f580cc07fda591b	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
004a1c5ce8a48e1c35dbbfc86eb35c34635e3820	Pokemon Card-e - Basic Pack - B-80-# (Japan)	Pokemon Card-e - Basic Pack - B-80-# (Japan) (Long Strip).raw	Nintendo - Game Boy Advance (e-Reader)	2912	780d0361	c21e550a4b7724284e0540cffc2f6de7	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
004afe25ee5b70b915797ae799bfbf1d92c969a5	NBA Hangtime (Europe)	NBA Hangtime (Europe).v64	Nintendo - Nintendo 64 (ByteSwapped)	12582912	bf05fe53	662386ee4fdf23f3423a4300f1dad651	N64	N64	N64	Europe	Retail/Standard	Licensed/Official
004deb1e75ffa08080028cb4c08a7c981c313eb8	Mail Junkies World Port (United Kingdom) (v1.01) (Unl)	Mail Junkies World Port (United Kingdom) (v1.01) (Unl).gbc	Nintendo - Game Boy Color	262144	d4df856f	498a332679b9ce4392af8d9b0567bf24	GBC	GBC	GBC	Unknown	Homebrew/Unlicensed	Unlicensed
004e540e8aed59e5aee1c88ef84975000a6efe6c	Bomberman GB 2 (Japan) (SGB Enhanced)	Bomberman GB 2 (Japan) (SGB Enhanced).gb	Nintendo - Game Boy	262144	6157443b	4ab78239e79ba059d0d7aa7a629a9474	GAMEBOY	Gameboy	GAMEBOY	Japan	Retail/Standard	Licensed/Official
004f54bfb1a15f5bdf8179d0de3d6d4799f5ea17	Turbo Toons (USA) (Proto)	Turbo Toons (USA) (Proto).sfc	Nintendo - Super Nintendo Entertainment System	524288	3d34fc7e	22399656483ec9a37281d93ec538ff70	SNES	SNES	SNES	USA	Prototype/Beta/Demo	Special/Non-retail
00507f4bfb70ca4519dd3f44da69d0ea83eeec01	Tintin in Tibet (Europe) (En,Es,Sv)	Tintin in Tibet (Europe) (En,Es,Sv).sfc	Nintendo - Super Nintendo Entertainment System	1572864	caed3fe4	e406f7225927ddce1b25aa0f1ab6e043	SNES	SNES	SNES	Europe	Retail/Standard	Licensed/Official
005b29fce15e777148dad226be9d49261c274c9a	Kirby Bowl (Japan) (Virtual Console, Switch Online)	Kirby Bowl (Japan) (Virtual Console, Switch Online).sfc	Nintendo - Super Nintendo Entertainment System	1310720	e8559141	2219c6ae18e4a3ccb419336fc692f61e	SNES	SNES	SNES	Japan	Retail/Standard	Licensed/Official
005ccd8362dc41491f89f31fc9326a6688300e0c	'96 Zenkoku Koukou Soccer Senshuken (Japan)	'96 Zenkoku Koukou Soccer Senshuken (Japan).sfc	Nintendo - Super Nintendo Entertainment System	1572864	05fbb855	3369347f7663b133ce445c15200a5afa	SNES	SNES	SNES	Japan	Retail/Standard	Licensed/Official
0064141ae44d1884a287bebc0f6fcff5e918d02c	Pokemon-e TCG - Skyridge - E-52-# - Mystery Plate Beta (USA)	Pokemon-e TCG - Skyridge - E-52-# - Mystery Plate Beta (USA) (Short Strip).raw	Nintendo - Game Boy Advance (e-Reader)	1872	1901b1ba	c9cf576d4dbf9beabd5a9aca516b0bf4	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
006674b64a745443268ef4001b90c8f7a0fad6dd	FC Genjin - Freakthoropus Computerus (Japan)	FC Genjin - Freakthoropus Computerus (Japan).unh	Nintendo - Nintendo Entertainment System (Headerless)	393216	5f14dc48	fde9ca4072030ae0089763a34b2a798c	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
00667ce3da4bfee3182c4445ac2f5483870be97c	Super Mario Advance 4 - Super Mario Bros. 3 (Europe) (En,Fr,De,Es,It) (Rev 1) (Virtual Console)	Super Mario Advance 4 - Super Mario Bros. 3 (Europe) (En,Fr,De,Es,It) (Rev 1) (Virtual Console).gba	Nintendo - Game Boy Advance	8388608	d4f45b01	733e976fd06d65e9f5635b836a14a81b	GBA	GBA	GBA	Europe	Revision	Licensed/Official
0068a63262746c3a71208fd150f73cd85021fc58	Top Gun (Europe)	Top Gun (Europe).nes	Nintendo - Nintendo Entertainment System (Headered)	131088	c3384179	7e5d241b7714c2b80a3061811be6fd9e	NES	NES	NES	Europe	Retail/Standard	Licensed/Official
00696dc790a371cb9591c8d604d40ea1f09e37a9	Lode Runner (Japan) (Virtual Console)	Lode Runner (Japan) (Virtual Console).unh	Nintendo - Nintendo Entertainment System (Headerless)	40960	5b1eb1f7	467f0d400ac98ab7b1200468adf76680	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
006a0db571a9ad376621b0522830b2a8ad60f867	Tom and Jerry Tales (Europe) (En,Fr,De,Es,It)	Tom and Jerry Tales (Europe) (En,Fr,De,Es,It).gba	Nintendo - Game Boy Advance	8388608	5a8d5736	85b02ee02e0ffda069ccdc9531248cb6	GBA	GBA	GBA	Europe	Retail/Standard	Licensed/Official
006c75233f5ea1a4f3fdfb4ed656f0e3e595c799	Illvanian no Shiro (Japan) (Beta)	Illvanian no Shiro (Japan) (Beta).sfc	Nintendo - Super Nintendo Entertainment System	2097152	5f693504	c2ba60d99413cf97b0b1530e5d506820	SNES	SNES	SNES	Japan	Prototype/Beta/Demo	Special/Non-retail
006df0ddb10c5970002134da4d75ccc466e95edd	Chaoji Yinsu de Xiaozi II - Super Sonik II (Taiwan) (Unl)	Chaoji Yinsu de Xiaozi II - Super Sonik II (Taiwan) (Unl).gbc	Nintendo - Game Boy Color	2097152	a9dd9da7	7f41fb9c4f9627828b6a1ae958a8c0a9	GBC	GBC	GBC	Unknown	Homebrew/Unlicensed	Unlicensed
007027abcbbf28760a50a5ece9542dff627eef49	Shadow of the Ninja (USA) (Sample)	Shadow of the Ninja (USA) (Sample).nes	Nintendo - Nintendo Entertainment System (Headered)	262160	eedefe3f	138c6131b5b3bbe73bd7e86c342cdd91	NES	NES	NES	USA	Prototype/Beta/Demo	Special/Non-retail
00745f75877423494679bbc3912e58238ac399c3	Schiffe Versenken (Germany) (En,Fr,De,Es)	Schiffe Versenken (Germany) (En,Fr,De,Es).gb	Nintendo - Game Boy	131072	1cb8bfc2	c62460c4fb6430cb4d2c6a3902b5442d	GAMEBOY	Gameboy	GAMEBOY	Unknown	Retail/Standard	Licensed/Official
0074a42e1e59cdded1043fdf56f2ad589710bae1	Kekkyoku Nankyoku Daibouken (Japan) (Rev 1)	Kekkyoku Nankyoku Daibouken (Japan) (Rev 1).unh	Nintendo - Nintendo Entertainment System (Headerless)	24576	0c918a65	b6b3fff0a3cb226294c0cd1f255a2db7	NES	NES	NES	Japan	Revision	Licensed/Official
0080f76961164810d6c0543d951a465cfa1cab54	Jet Pak Man (Europe) (Proto)	Jet Pak Man (Europe) (Proto).gb	Nintendo - Game Boy	32768	e40dfc1b	3f2f5ec07a222c281796691bb43249f9	GAMEBOY	Gameboy	GAMEBOY	Europe	Prototype/Beta/Demo	Special/Non-retail
00882ae318014bdf34f66e1bc3b3d630c6429320	Bram Stoker's Dracula (Europe)	Bram Stoker's Dracula (Europe).sfc	Nintendo - Super Nintendo Entertainment System	1048576	9ee3835d	ff05759eb3273f4c9df6abbfbd813254	SNES	SNES	SNES	Europe	Retail/Standard	Licensed/Official
008957315a3a814329f330fca7aef3fc09460adf	Harley's Humongous Adventure (Europe)	Harley's Humongous Adventure (Europe).sfc	Nintendo - Super Nintendo Entertainment System	524288	07715303	b770fc3185f98f411a3e6a36b0f00026	SNES	SNES	SNES	Europe	Retail/Standard	Licensed/Official
008a559635c9d351d9f68b3a1ac0c687521821cf	Gedou Qi Long Qiu 2002 (Taiwan) (Zh) (Unl)	Gedou Qi Long Qiu 2002 (Taiwan) (Zh) (Unl).gbc	Nintendo - Game Boy Color	2097152	8fa35740	90eb27deb7ab0aaae19c393690e234c0	GBC	GBC	GBC	Unknown	Homebrew/Unlicensed	Unlicensed
008aad423dcdecca9fc6b3ba8362556750e10af5	Famicom Yakyuu Ban (Japan)	Famicom Yakyuu Ban (Japan).unh	Nintendo - Nintendo Entertainment System (Headerless)	262144	d0a9f4e1	d354585b310e084b64aadc61c71a5ee6	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
008e962b2b8fd91a5363e7d0015fcc9ea4229d3c	Rockman Zero 3 - Kaizou Card - Part 2 - 135-B023 (Japan)	Rockman Zero 3 - Kaizou Card - Part 2 - 135-B023 (Japan).raw	Nintendo - Game Boy Advance (e-Reader)	2912	9a3d509d	368d323ac1c7adb01a289877cfefc342	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
00904002cefa04a63d9d16dd246cc0e2786ea9a6	Arkanoid (Russia) (Pirate)	Arkanoid (Russia) (Pirate).unh	Nintendo - Nintendo Entertainment System (Headerless)	40960	a6ef77e2	fcbe8a85e47489177372ac8683d49702	NES	NES	NES	Unknown	Retail/Standard	Licensed/Official
0090d8b56b71c288edc99d4a9abb5c1c7968313e	Super Mario Advance 4-e - Series 1 - 07-A011 - Slidin' the Slopes (USA)	Super Mario Advance 4-e - Series 1 - 07-A011 - Slidin' the Slopes (USA).raw	Nintendo - Game Boy Advance (e-Reader)	2912	ac8639b7	48964f1a88cbe6ad830014bdffa38f21	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
00911311d689774dc98b9e45250f8d46f888f4ca	Tecmo Super Bowl (USA) (Beta)	Tecmo Super Bowl (USA) (Beta).nes	Nintendo - Nintendo Entertainment System (Headered)	393232	30e902c5	ba9873a2ba9c118cb070eea5395f548e	NES	NES	NES	USA	Prototype/Beta/Demo	Special/Non-retail
0091175af71f4ba08f219ead62438435f7a9e442	Pokemon-e TCG - EX Dragon - K-40-# - Seadra (USA)	Pokemon-e TCG - EX Dragon - K-40-# - Seadra (USA) (Short Strip).raw	Nintendo - Game Boy Advance (e-Reader)	1872	18712f61	86cb3814b6766a3f6b8c52ec7d229798	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
0093cd02ab2fb75d2956712654ecb818a571d17f	Pokemon Battle Card-e+ - Emerald - 19-A004 (Japan)	Pokemon Battle Card-e+ - Emerald - 19-A004 (Japan).raw	Nintendo - Game Boy Advance (e-Reader)	2912	46407309	b9865ee08782b84be89bdf9f427fc722	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
0098df80f43e8d2072efce083d30996ee6640980	Ghostbusters (Brazil) (En) (Unl)	Ghostbusters (Brazil) (En) (Unl).unh	Nintendo - Nintendo Entertainment System (Headerless)	65536	788e361c	df962798db48784d4027f49c3a238b08	NES	NES	NES	Brazil	Homebrew/Unlicensed	Unlicensed
0099a0e4a565719d97a874f30214cea23aa79870	Memory Dumps - Animal Crossing-e (USA)	Animal Crossing-e - Series 3 - Hero's Tunic (USA).sav	Nintendo - Game Boy Advance (e-Reader)	131072	79758717	d1911486393998e4ed26c4b0bdffdaf0	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
009e6ee7228015ae21482b13bd9a40cbb78251f8	Super Puyo Puyo Tsuu Remix (Japan)	Super Puyo Puyo Tsuu Remix (Japan).sfc	Nintendo - Super Nintendo Entertainment System	2097152	61f903f8	0dc4efac96b9e965009e9c613913c6f8	SNES	SNES	SNES	Japan	Retail/Standard	Licensed/Official
00a02647de6760fa2cf1a2ffcaada43703a8a98d	Doraemon 2 - Nobita to Hikari no Shinden (Japan)	Doraemon 2 - Nobita to Hikari no Shinden (Japan).v64	Nintendo - Nintendo 64 (ByteSwapped)	12582912	2de1a873	ab09e0921b229ad6c673d512d1c279de	N64	N64	N64	Japan	Retail/Standard	Licensed/Official
00a2b2ea5adc4474d87ff7b7303b2b1d0d54a952	Legend of Zelda, The - A Link to the Past (France) (Beta 1)	Legend of Zelda, The - A Link to the Past (France) (Beta 1).sfc	Nintendo - Super Nintendo Entertainment System	1048576	220f154d	b412390c9bdca64a2588c43afc7ea3b6	SNES	SNES	SNES	Unknown	Prototype/Beta/Demo	Special/Non-retail
00a44c715aadd4ad3674f8d108271cdcb791cc16	V-Rally 3 (USA) (En,Fr,Es)	V-Rally 3 (USA) (En,Fr,Es).gba	Nintendo - Game Boy Advance	4194304	d3ae3d37	cf1673c920ef1d24c4f4b21effcc03f0	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
00a4567aa3b1a190bf12000f6063118bbc3cb5a1	Barkley Shut Up and Jam! (Europe)	Barkley Shut Up and Jam! (Europe).sfc	Nintendo - Super Nintendo Entertainment System	1572864	29fbd13d	7537f4b1bb522c1b65b2a623bbe3982a	SNES	SNES	SNES	Europe	Retail/Standard	Licensed/Official
00a58654c699ff5c45d3c5228d5abd7c28e59ef2	Magical Quest Starring Mickey & Minnie (Europe) (En,Fr,De,Es,It)	Magical Quest Starring Mickey & Minnie (Europe) (En,Fr,De,Es,It).gba	Nintendo - Game Boy Advance	4194304	94f3b7c0	1a97a68ce320fd9eda568a724ea1bfb4	GBA	GBA	GBA	Europe	Retail/Standard	Licensed/Official
00a62b6cdc4735080fb990fead292b669dac530b	Hollywood Squares (USA)	Hollywood Squares (USA).nes	Nintendo - Nintendo Entertainment System (Headered)	131088	9ca7e970	c27047f71e170375f3f72a3feb5e75b2	NES	NES	NES	USA	Retail/Standard	Licensed/Official
00aa33c237c58400cfdde8642873c5ad68b6ee61	Doubutsu no Mori Card-e - Series 3 - 04-A124 (Japan)	Doubutsu no Mori Card-e - Series 3 - 04-A124 (Japan).raw	Nintendo - Game Boy Advance (e-Reader)	2912	a4a20141	7ce0fce246ed9e87acc3a13d40cae54e	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
00ae5d4667e179d9677611edf6a05f50b2d3ee6f	Super Uno (Japan) (Rev 1)	Super Uno (Japan) (Rev 1).sfc	Nintendo - Super Nintendo Entertainment System	1048576	aa0a7c43	089292c3c040be5c976a76f1159390c5	SNES	SNES	SNES	Japan	Revision	Licensed/Official
00b0508e2774d0bbcb8f0994766cb362e62d7537	Super Street Fighter II Turbo - Revival (USA)	Super Street Fighter II Turbo - Revival (USA).gba	Nintendo - Game Boy Advance	8388608	063045aa	7a36a7486ef2c534111ee417b8acf9b7	GBA	GBA	GBA	USA	Retail/Standard	Licensed/Official
00b458ccbab5c60eb40fdbe02735465bdf7aaca0	Rockman EXE 6 - Kaizou Card - Part 1 - 137-A032 (Japan)	Rockman EXE 6 - Kaizou Card - Part 1 - 137-A032 (Japan).raw	Nintendo - Game Boy Advance (e-Reader)	2912	c5f2acb3	f76f07fd171c1361f64125d9a9c5729d	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
00b56744af9b5147ff38e72f12206ee0ea06ed67	Super Nazo Puyo - Rulue no Roux (Japan)	Super Nazo Puyo - Rulue no Roux (Japan).sfc	Nintendo - Super Nintendo Entertainment System	1048576	ba1dba22	bf4658e6ab66ec4f5388e17d63b33157	SNES	SNES	SNES	Japan	Retail/Standard	Licensed/Official
00b63d479efbc1edbd2c48e2e9f93c9bc8e911bc	Mortal Kombat - Deadly Alliance (Europe) (En,Fr,De,Es,It)	Mortal Kombat - Deadly Alliance (Europe) (En,Fr,De,Es,It).gba	Nintendo - Game Boy Advance	16777216	fb291cca	8e066c35a484308421c3eebcc45ec329	GBA	GBA	GBA	Europe	Retail/Standard	Licensed/Official
00bcbe13b77ff7026c47ee392cecc711dca17eaa	Pokemon Colosseum Double Battle Card-e+ - 13-A008 (Japan)	Pokemon Colosseum Double Battle Card-e+ - 13-A008 (Japan).raw	Nintendo - Game Boy Advance (e-Reader)	2912	beeec08e	149eba5059b05e709ec300bfc3f378e5	GBA	GBA	GBA	Japan	Retail/Standard	Licensed/Official
00c50062a2dece99580063777590f26a253aab6b	Silva Saga (Japan)	Silva Saga (Japan).unh	Nintendo - Nintendo Entertainment System (Headerless)	524288	900e3a23	8b2a0ee4e460de54d619d6b6f56443b0	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
00c6ec5c8283f27b36bd302bd11d8169d1cfc502	Scooby-Doo (Europe)	Scooby-Doo (Europe).gba	Nintendo - Game Boy Advance	4194304	e5ac4bb9	7fca5f2c94769db36cacf8bc599f659e	GBA	GBA	GBA	Europe	Retail/Standard	Licensed/Official
00cbb243d979458922a5e353e5e76edfe6cb2b08	Kyoro-chan Land (Japan)	Kyoro-chan Land (Japan).nes	Nintendo - Nintendo Entertainment System (Headered)	131088	f6e7f035	1dd5b3e123c2a338f72ded8bd10ea99f	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
00cc60e8207b7b8a1f870ae63d3a8f44af688586	Life Force (USA) (Rev 1) (Virtual Console)	Life Force (USA) (Rev 1) (Virtual Console).nes	Nintendo - Nintendo Entertainment System (Headered)	131088	e4afdb8f	d5ea3575ad3051bc2404ece12ff84cd8	NES	NES	NES	USA	Revision	Licensed/Official
00d362fe605fb8b90d995ed3c3762bffa9862a12	Gauntlet (USA) (V1.1) (Beta) (Unl)	Gauntlet (USA) (V1.1) (Beta) (Unl).nes	Nintendo - Nintendo Entertainment System (Headered)	196624	dc32643e	fbe51a879f5a491339f2bdb4bde63a43	NES	NES	NES	USA	Prototype/Beta/Demo	Unlicensed
00d4115af70306163505f31c75a9d559f0d248a8	Dig Dug II (Japan) (Disk Writer)	Dig Dug II (Japan) (Disk Writer).qd	Nintendo - Family Computer Disk System (QD)	65536	c6e5c00f	ef24e0642db8f6df49b3117a32164c28	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
00d7177a7fcffc70f6284773ec2bddb0e4c13718	Mahjong Taisen (Japan)	Mahjong Taisen (Japan).nes	Nintendo - Nintendo Entertainment System (Headered)	393232	b280d363	f89b470045ba41b081386a6442113a67	NES	NES	NES	Japan	Retail/Standard	Licensed/Official
00d76805e1ef3fe0eb5e8fc045cc22decfbe216b	Xenon 2 (USA, Europe)	Xenon 2 (USA, Europe).gb	Nintendo - Game Boy	131072	de398678	02d7df9a5ac5d859672b56be46343be1	GAMEBOY	Gameboy	GAMEBOY	USA	Retail/Standard	Licensed/Official
